,text,sentiment
7764,Right! Do u think survivors of the FOX Massacre Debate realize that? #GOPDebate #FoxDebate  https://t.co/DtVsB531LT,Negative
7765,RT @freedomtex: The real story was the collapse of Trump in this debate. -@krauthammer  #GOPDebate,Negative
7766,"RT @TexasCruzn: RT @AllenWestRepub ""Dear @JebBush #GOPDebate #NotAMistake http://t.co/1z3VuFjZlw""",Neutral
7767,I bet Scott Walker has a well-worn pair of Crocs. #GOPDebates,Negative
7768,"RT @zackisthe: Just a few things not mentioned in the #GOPdebate:
Voting rights
Climate change
Gun violence
Police shootings
Student debt
I…",Negative
7769,RT @MallieBee: Let's just decide who our next #president is by having a Political Hunger Games #presidentialdebate #GOPDebates,Negative
7770,RT @mozgovaya: 10 men on stage discussing one woman. @HillaryClinton #GOPdebates,Negative
7771,established #GOPDebate afraid someone willing to tell the truth would shake DC up https://t.co/MIa5T8YSWP,Negative
7772,"MK: ""Mr. Simpson, you've stalked and savagely murdered women..""
O.J.: ""Only my ex-wife.""
*audience roars with laughter, applause*
#GOPDebate",Negative
7773,RT @RWSurferGirl: Breaking: Brian Williams just handed Chris Christie a donut to calm him down. 🇺🇸 #GOPDebate #GOPDebates,Negative
7774,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",Negative
7775,"RT @peddoc63: Go Carly📢
Go Carly📢
Go Carly📢
@CarlyFiorina #Carly2016 #GOPDebate
@steph93065 @MaydnUSA @LessGovMoreFun http://t.co/oheKLwZARc",Positive
7776,"RT @jkfecke: Cruz: ""Look at the jerks, born in foreign countries, come in here and ruin this country."" #GOPDebate",Negative
7777,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,Negative
7778,RT @ElizabethND04: Wow. Awesome Dr. Carson race answer! @RealBenCarson #GOPDebate #FOXNEWSDEBATE #FoxNews #FoxDebate @FoxNews #FNC  https:/…,Positive
7779,My thoughts on the #GOPDebate : YAY.,Positive
7780,I watched John Kasich eat a pre-debate steak! #meat #GOPDebates #GOPTeens,Neutral
7781,"RT @AnthonyCumia: This guy has my vote.
#GOPDebate http://t.co/yQ7Hu3Uv7s",Positive
7782,So far: first 2 campaigns to email me after the debate are @CarlyFiorina and @ScottWalker. Organization matters. #GOPDebates,Neutral
7783,.@USAToday calls @GovMikeHuckabee debate closing a “show-stopping zinger” #ImWithHuck #GOPDebate,Positive
7784,RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates,Negative
7785,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",Negative
7786,RT @scottyscottyw: God for prez. #gopdebates,Neutral
7787,"So, of course my phone would die in the middle of the #GOPDebate last night. I missed Twitter reax to the second hour of the debate.",Neutral
7788,@megynkelly @BretBaier Shame on you both. How much did you all get paid to attack Trump? #GOPDebates #FoxNews,Negative
7789,#GOPDebate Maybe they were right to try &amp; destroy Obama in 1st term. It's hard to imagine being led automatically by an old White guy.,Negative
7790,"Who backs manned mission to Mars within 20yrs? Apollo missions,  led to tech jumps &amp; a sense of unity this country needs. #GOPDebates",Neutral
7791,Who wants to watch a debate where they are spoon fed little baby questions? Not me #GOPDebate,Negative
7792,@Deb_Libby I was laughing so hard I almost busted a rib. #GOPDebate,Negative
7793,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. 🇺🇸 #GOPDebat…",Negative
7794,"RT @rolandsmartin: SHAME ON Brett Baier, Chris Wallace, @MegynKelly. Today is the 50th anniversary of the Voting Rights Act and no question…",Negative
7795,Ronald Reagan. #drink #GOPdebates,Neutral
7796,Solution to everything = war. #GOPDebates,Negative
7797,RT @PattiKimble: @GOP ha no respect for women Recap of the #GOPdebate: these #TenMen want to make choices for all women. #GOPtbt http://t.c…,Negative
7798,"I miss the days when conservatives wanted a @GOP Presidential candidate who was, you know, a conservative... #Trump #GOPDebate #tcot",Negative
7799,Trumptastic #GOPDebate,Positive
7800,@Varneyco @realDonaldTrump Confrontative. As a conservative i don't feel represented by him. #GOPDebate,Negative
7801,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",Negative
7802,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,Positive
7803,"RT @Rosie_Brush: The way @FoxNews handled the debates last night, @jerryspringer would have been more fair w/airtime &amp; appropriate #GOPDeba…",Negative
7804,Good show. Bring on #JonVoyage. Prediction: Trump goes independent.  #GOPDebate #GopDebates @FoxNews see ya once y'all narrow it to 1. Gah!,Positive
7805,RT @mchamric: RT “@TeaTraitors: #GOPDebate was still Clown Show! I'm glad Head Clown Trump helping destroy GOP. http://t.co/nwGx8G8JWr”,Negative
7806,"RT @chrissiefit: I don't understand what I'm watching. This is a run through for an SNL cold open, right? #GOPDebate",Negative
7807,"I have no intention of voting for Trump, but love this guy brand and i wil give him credit for stirring things up #SummerofTrump #GOPDebates",Positive
7808,RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates,Negative
7809,"Can't a gal just enjoy watching #GOPdebates without all these ""tolerant"" people attacking me out of nowhere? Rrright, b/c that's cool...👎👎",Negative
7810,He admitted to paying Hillary to attend his wedding. Jesus. Fangirl much? I'd have gone with The Rock. That's just me. #DumpTrump #GOPDebate,Negative
7811,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,Negative
7812,"RT @marymauldin: Dig into everyone's financials if you are doing that to #Trump ! 
#GOPDebates",Negative
7813,"RT @Team_Rand: .@RandPaul is a different kind of Republican &amp; the only candidate who will make the party bigger, better, &amp; bolder #StandWit…",Neutral
7814,RT @GovMikeHuckabee: Re China: You deal with a playground bully by punching them in the face &amp; putting them on the ground b/c they only res…,Negative
7815,"@FrankLuntz LOL sham focus group, a bunch of Bush/RNC plants! #Trump2016 won #GOPDebate hands down!",Positive
7816,"RT @DeenaZaruCNN: .@RealBenCarson: Thank you Megyn, I wasn't sure I was going to to get to talk again #GOPDebate http://t.co/GNnn9idoNs",Positive
7817,RT @bryanlvt: I want Trump to run as an independent. I want to see an army of pissed off women give him some much deserved humility #GOPDeb…,Negative
7818,Record numbers for the #GOPDebate. Everyone tuned in to see if @realDonaldTrump would curse or something. LOL,Neutral
7819,"Stupid cons saying #Trump #GOPDebate comments fuel #WarOnWomen rhetoric. Yeah, b/c libs needed a reason 2 use that baseless accusation.",Negative
7820,"RT @AnnemarieWeers: #RickSantorum actually said this in my State of Iowa
 
#GOPDebates http://t.co/0q5QR8Jm2W",Negative
7821,"@megynkelly don't lie, these are not gentlemen. #GOPDebates",Negative
7822,"RT @ImmigranNacion: @JebBush #GOPDebate #USA, seriously, would you vote for any of these CLOWNS? We NEED #CIRNow #AINF #TNTVote http://t.co…",Negative
7823,OMG I think I'm missing the #GOPDEBATES to watch this  #ChillerTBT,Neutral
7824,"RT @BettyFckinWhite: -Can you answer this very direct question?
-I should be president. 
-So, no?
#GOPDebates",Neutral
7825,@jeremypiven after watching last night's #GOPDebate I've decided Ari Gold really had the best domestic policy... http://t.co/k6XA5rlo70,Negative
7826,"RT @Liz_Wheeler: My girl @CarlyFiorina killed it. She's presidential, wildly intelligent, experienced, sharp, practical, strategic &amp; strong…",Positive
7827,"I could never run for president. ""My father was a geophysicist"" doesn't resonate with voters #GOPDebates",Negative
7828,YES @rushlimbaugh. We're waiting on your take on the excellent performances by the #GOPDebate candidates and the HORRENDOUS job by @FoxNews.,Negative
7829,RT @whynotbecca: Tomorrow morning we all wake up and Ashton Kutcher pops out and tells us we've been Punk'd. #OMGOP #GOPDebate,Negative
7830,"RT @TeaPainUSA: While Ted Cruz is speaking, all over America parents are tryin' to convince their 5 year olds that vampires aren't real. #G…",Negative
7831,"""Illegals"", ""prostitutes""...and the dehumanizing racism and misogyny just keep on going #GOPDebates",Negative
7832,"RT @kwfelsher: @theblaze @megynkelly dispelled the fact that she's an objective moderator. I love her show, but her moderating, not so much…",Negative
7833,"@feministabulous for your talk about Hillary stealing thunder, what about #BernieSanders live tweets of #GOPDebate??? http://t.co/DcCzAgEJhW",Neutral
7834,"Great app for watching the debates, thanks Fox News. Please add an option to rate the moderators! #GOPdebates  @Foxnews",Positive
7835,"RT @RWSurferGirl: I am wondering what Fox is up to with THIS debate -- get rid of Trump, Paul, Cruz, Carson? 🇺🇸 #GOPDebates  #GOPDebate",Negative
7836,It's real scary that liberals are allowed 2 walk around after committing horrific crimes against humanity. #GOPDebate  #PlannedButcherhood,Negative
7837,"@SenTedCruz had best answer of night in response to immigration. Its not stupidity, it is how both sides want it.  #GOPDebate",Positive
7838,"Our problem is not being too ""politically correct,"" @GOP. It's that too many Americans are anti-intellectual and ignorant. #GOPDebate #USA",Negative
7839,and @DWStweets was complaining about #Misogyny at the #GOPDebate last night @scrowder @CarterFliptMe @CarlyFiorina #tcot #Untieblue,Neutral
7840,Winner Of Both #GOPDebates PolitiFact - Pants On Fire - False - Mostly False - Half True,Negative
7841,RT @TeamRickPerry: .@GovernorPerry has a plan to end sanctuary cities #tcot #GOPDebate #Perry2016 http://t.co/L3cZ6jbRYH,Positive
7842,"RT @MattyIceAZ: US Economy added 215,000 jobs in July. This must be the result of ""job-killing Obamacare"" Republicans talked about last nig…",Negative
7843,RT @SupermanHotMale: This #GopDebates makes me realize we have to raise the standards of who we let our kids listen to.,Negative
7844,RT @Desdemona4U: It was unfathomable that @megynkelly would ask Wasserman-Schultz to do a postmortem on the #GOPDebates. #SURREAL https://t…,Negative
7845,"ONE ""race"" question. LOLOLOLOL #GOPdebates",Negative
7846,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates,Positive
7847,"RT @SupermanHotMale: Dear Fox News, here is my closing argument, None of the Gop candidates said anything to help the suffering of women or…",Negative
7848,#GOPDebate Why Pretend Hilary only Democrat Running? Obviously You're All More Afraid of Having to Debate Bernie Sanders!,Negative
7849,You wouldn't buy a used car from any of these characters. #GOPdebates,Negative
7850,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …,Negative
7851,RT @monaeltahawy: Has any candidate received a word from God?! Presidential hopefuls?! This is America?! Christian Brotherhood of America #…,Neutral
7852,"RT @WAGNERGIRLE: Thank you @tedcruz for speaking out on #govermentcartel 

#MakeAmericaGreatAgain  #SecureTheBorder #GOPDebate http://t.co/…",Positive
7853,The First #GOPDebate: Social Media Reaction and More:  http://t.co/UH06EzXXfG #Socialmedia #SMO,Neutral
7854,"RT @whammer1249: ""God loves you and he needs money"" George Carlin &amp; Ben Carson #GOPDebates",Negative
7855,Plenty of punches - any knockouts? #GOPDebate http://t.co/sONSXZzwqN via @slate,Neutral
7856,"Sitting on a veranda in India, reading debate comments on twitter. I WIN. #GOPDebates",Neutral
7857,I do like #DonaldTrump for his ability to dig his own grave. #GOPDebate,Negative
7858,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,Neutral
7859,RT @Writeintrump: Chris Christie only gave Obama that big hug because the President had Bacon Bits in his pocket.   #GOPDebate,Negative
7860,RT @Apipwhisperer: @HomerWhite HOW COME FOX WANTS TO BE THE THIRD PARTY??? #GOPDEBATE,Negative
7861,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates,Neutral
7862,"Why can't our debates be more like the Founding Fathers?

http://t.co/01KulhlXSK

#GOPDebate
#LNYHBT #TLOT #TCOT #P2",Negative
7863,"RT @DougBenson: ""I'll stop illegal immigration by closing all the bridges."" -C crispie #GOPDebates",Neutral
7864,"RT @DadandBuried: Republicans love referencing the Constitution but REALLY seem to misunderstand the whole ""separation of church and state""…",Negative
7865,RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates,Negative
7866,RT @DrZhivag0: I think after the #GOPDebate  last night it's official. Our election process has officially become a reality show! Trump/Kar…,Negative
7867,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …,Negative
7868,RT @LizMair: WE NEED BRAIN. https://t.co/U77g7OpuKY #trumpisms #GOPDebate,Neutral
7869,You know who @ChrisChristie was giving hugs to? THE FAMILIES OF PEARL HARBOR VICTIMS #GOPDebate,Negative
7870,RT @Ornyadams: Single payer... no way! I would miss paying ten different bills after my annual physical. Where's the fun in writing one che…,Negative
7871,"I don't agree with @megynkelly but she is by no means a bimbo, #DonaldTrump.
As a woman, I find Trump's comments disgusting.
#GOPDebate",Negative
7872,RT @RealTomSongs: 1st  #GOPDebate is done &amp; no debate - Harry Nilsson belongs in the @rock_hall so JUMP INTO THE FIRE https://t.co/i3vLAZaL…,Neutral
7873,"Dear Gov Walker, you have nothing to brag about, you fucked your state of Wisconsin and you suck Koch... #BitchAssPolitician. #GopDebates",Negative
7874,"jebbush tell me more about this  ""hang em by the neck"" wing of your party....#GOPDebate #KKKorGOP https://t.co/8fgWctd2bb",Negative
